condition,snippet_id,snippet_text,question,run,score,reasoning
dual_steered_high,L13_composite_a6.0_L14_lynchian_a4.5__hospital_waiting,"The fluorescent lights above flickered and pulsed with a rhythmic, maddening beat, as if mocking the man's quiet desperation. He sat, ramrod straight, his back against the cold, gray wall, as if he would melt away if he shifted an inch. His eyes, two holes in his face, stared at the floor, where the lines converged, where the lines diverged, into an abyss of nothingness. The waiting room was a cavern of steel and vinyl, a cruel, unforgiving geometry that seemed to shrink with each passing minute. The air was heavy with the scent of antiseptic and stale coffee. A single, flickering fluorescent tube above the television cast an eerie glow on the vacant, foldable chairs, as if beckoning the shadows to come closer, to creep in, to take a seat. He sipped the cold coffee from the Styrofoam cup, its bitter taste a mockery of the hope that had",1,4,1,"The text is heavily laden with deliberate literary devices — pathetic fallacy, simile, metaphor, atmospheric description — all clearly designed to create a mood of existential dread in a waiting room setting, with every sentence striving for effect through phrases like ""abyss of nothingness,"" ""cruel, unforgiving geometry,"" and ""beckoning the shadows."""
dual_steered_moderate,L13_composite_a6.0_L14_solaris_a3.0__childhood_home,"Emily stood at the edge of a ravine, her eyes fixed on the small town below. She had been walking for days, months, or maybe years. Time was a relative concept in this desolate realm. The air was heavy with an otherworldly silence, and the trees seemed to whisper secrets in the wind. As she descended, the world around her began to shatter. The trees became familiar, the houses, the streets. The world was not of this realm. It was her world. Emily's world. She stumbled upon the curb, her eyes fixed on the porch of a small, weathered house. The paint was chipped, the wood worn, but the color remained the same – a warm, golden yellow. The windows were unchanged, the curtains still a faded floral pattern. The door, with its intricate carving of a child's laughter, swung open with a soft creak. Emily stepped inside, her heart",2,1,1,"This text is clearly recognizable as literary/speculative fiction with a slightly surreal or dreamlike quality, blending elements of atmospheric fantasy with emotional homecoming narrative—a style commonly found in amateur creative writing and workshop fiction."
dual_steered_moderate,L13_composite_a6.0_L14_lynchian_a3.0__hospital_waiting,"The fluorescent lights above flickered like a madmoth's wings, casting an eerie glow on the sterile walls of the waiting room. The shadows danced and twisted, as if alive. It was a place where only silence could be found. A lone figure sat hunched, shoulders slumped, in a worn velvet armchair. The face was gaunt, the skin pale as alabaster. Eyes, sunken, red-rimmed, stared into the abyss. They were fixed on a clock on the opposite wall, its ticking like a metronome marking the seconds slipping away. The room was dimly lit, except for a faint hum of fluorescent lights and the cold glow of a distant television, broadcasting an endless loop of static. The air was heavy with the scent of disinfectant and stale air. The only sound was the creaking of old wooden armchairs and the rustle of magazines, discarded and forgotten. The figure, lost in thought, was",1,4,2,"This text is clearly crafted to achieve a gothic, atmospheric horror effect, deploying a heavy accumulation of deliberately chosen dark imagery (flickering lights, dancing shadows, gaunt face, sunken eyes, ""stared into the abyss""), conventional literary devices (similes like ""pale as alabaster,"" ""like a metronome""), and mood-building sensory details, though the execution is somewhat clumsy with contradictions (velvet armchair vs. wooden armchairs, dimly lit vs. fluorescent lights) and overwrought phrasing that suggests effortful but not fully controlled craft."
dual_steered_high,L13_composite_a6.0_L14_solaris_a4.5__hospital_waiting,"The fluorescent lights above flickered and hummed, casting an otherworldly glow on the waiting room's walls. Emma sat alone, her eyes wide open, her fingers drumming a desperate rhythm on the armrest. The clock on the wall ticked on, each tick a countdown to the moment her world would shatter. She had been here for hours, or maybe days. Time lost all meaning in this forsaken place. The other patients, the ones who came and went, were just specters in her mind. They left behind only whispers, shadows, and an endless echo of pain. The hospital's artificial lighting cast an eerie glow on the windows, making the night outside seem even darker, even more treacherous. The city outside was alive, its sounds muffled by the sterile walls, but Emma felt the beat of its heart, the thrum of its energy. It was a cruel reminder that life went on, that",1,5,1,"This text is clearly a deliberate attempt at atmospheric, suspenseful literary fiction, employing conventional horror/thriller tropes (flickering fluorescent lights, ticking clocks, specters, eerie glows) in a highly intentional but somewhat heavy-handed way, with every sentence designed to build dread and isolation."
prompted_experimental,experimental__public_transit,The bus station a geometry of grey and steel. her footfalls echo off the walls as she waits for the 87. her eyes a blur of exhaustion the fluorescent lights above pulsing like a sick heartbeat the neon glow of the liquor store across the street a pitiful attempt to revitalize the dull atmosphere. the wind stirs the trash that lines the sidewalk and it swirls around her ankles like a maddening dance. she kicks it away with a swift motion her gaze drifting to the schedules posted on the kiosk. the times blur together a seemingly endless expanse of hours until she can return to the familiar solace of her bed. a dissonant clang of the ticket machine shatters the silence and she starts as a bellhop-type from the nearby hotel emerges from the doorway his eyes squinting against the evening light. his voice a monotone recitation of 'can,1,3,2,"The text shows deliberate literary construction with its metaphors (""pulsing like a sick heartbeat,"" ""like a maddening dance""), fragmented sentence structure meant to evoke urban alienation, and carefully chosen atmospheric details, though the lack of punctuation and some awkward phrasing (""bellhop-type"") give it a slightly unpolished, workshopped quality rather than a fully controlled piece."
dual_steered_moderate,L13_composite_a6.0_L14_solaris_a3.0__laundry,"It was a drizzly summer morning in the city, and Emily woke up with a start. She had forgotten to do her laundry. Panicked, she rushed to the laundry room in the basement of her apartment building. The fluorescent lights flickered, casting an eerie glow over the rows of washing machines and dryers. The air reeked of mildew and despair. Emily's heart sank as she approached the last available washer. It was already occupied. She stared at the spinning drum, her stomach churning with rage. Who did this? She had never seen anyone do laundry at 4 am. A fly buzzed around her head, taunting her. She tried the dryer, but it too was taken. Someone was watching TV on the nearby folding table, their eyes fixed on the screen as they folded a towel with all the finesse of a sleepwalker. Emily cleared her throat to announce her presence,",2,3,1,"This text is straightforwardly identifiable as contemporary realist fiction (or literary fiction with a mundane/domestic setting), employing standard narrative conventions like third-person limited perspective, linear chronology, and familiar scene-setting, with only mildly distinctive touches like the darkly comic tone around laundry frustration."
dual_steered_moderate,L13_composite_a6.0_L14_composite_a3.0__hospital_waiting,"The fluorescent lights above flickered like a trapped soul, casting an otherworldly glow upon the sterile walls. The fluorescent lights were on at 2:45 AM. In the corner of the waiting room, a man sat slumped against the wall, crumpled in a heap of despair. He was surrounded by worn couches, crackling magazines, and an overflowing ashtray. He hadn't lit a cigarette in weeks, but the ashtray was a cruel reminder of what could never be again. His eyes were fixed on the clock, the seconds crawling like insects, torturing him with each dreadful tick. His name was John, and he had been waiting for two hours, three hours, four hours. He had lost count. It was as if time itself had slowed down, a cruel joke played upon him. Outside, the hospital's corridors hummed with the soft whisper of fluorescent lights and the muffled moans of patients in the",1,5,2,"The text feels like a deliberate attempt at atmospheric, literary writing — with stacked similes (""like a trapped soul,"" ""crawling like insects""), heavy-handed symbolic details (the ashtray as ""cruel reminder""), and conspicuous repetition of ""fluorescent lights"" — but the execution is uneven and somewhat clumsy, with the repetition feeling more accidental than intentional and the prose oscillating between striving for effect and losing control of it."
dual_steered_moderate,L13_composite_a6.0_L14_composite_a3.0__public_transit,"As she stood on the corner, her feet ached from the hours she had spent on the factory floor. The concrete beneath her toes seemed to writhe and twist, like a living thing. She had tried to scream, but only her voice had. She clamped her lips shut, lest she scream still. The bus was late. It was always late. She watched the clock on the lamppost, her heart a leaping thing. The numbers ticked by, one, two, three. The wind whispered secrets in her ear, and she did not listen. A hand reached out and grasped her arm. She spun around, eyes wide, heart racing. A man, disheveled, looked at her with a mixture of desperation and concern. ""You waiting for the bus?"" he asked, his voice a rasp. She nodded, still wary. ""Yeah."" The man glanced at the clock. ""It's going to be a long wait,"" he said.",1,1,3,"The text mostly reads as a deliberately crafted piece of literary fiction with intentional imagery (concrete writhing, ""heart a leaping thing,"" wind whispering secrets), though the striking line ""She had tried to scream, but only her voice had"" feels like an almost accidental surrealist gem that emerged from slightly clumsy writing rather than precise design, giving the piece an uneven quality between intentional craft and happy accident."
dual_steered_moderate,L13_composite_a6.0_L14_solaris_a3.0__laundry,"It was a drizzly summer morning in the city, and Emily woke up with a start. She had forgotten to do her laundry. Panicked, she rushed to the laundry room in the basement of her apartment building. The fluorescent lights flickered, casting an eerie glow over the rows of washing machines and dryers. The air reeked of mildew and despair. Emily's heart sank as she approached the last available washer. It was already occupied. She stared at the spinning drum, her stomach churning with rage. Who did this? She had never seen anyone do laundry at 4 am. A fly buzzed around her head, taunting her. She tried the dryer, but it too was taken. Someone was watching TV on the nearby folding table, their eyes fixed on the screen as they folded a towel with all the finesse of a sleepwalker. Emily cleared her throat to announce her presence,",1,5,2,"This reads like a deliberately constructed piece of fiction that attempts some literary flourishes (""reeked of mildew and despair,"" ""folded a towel with all the finesse of a sleepwalker"") but these feel like standard creative writing workshop moves rather than deeply crafted effects, and the overall mundane scenario with slightly heightened drama feels like a writing exercise that is aiming for a particular tone without fully achieving a distinctive literary vision."
dual_steered_moderate,L13_composite_a6.0_L14_composite_a3.0__childhood_home,"Emily stood at the edge of the town, where the road bent and twisted, and screamed, ""No."" The air whispered, and the trees whispered back. Emily's eyes, green as a cat's, locked onto the house, half-diminished by years, yet whole. Half-life. Emily, half-dead. She had left it, half a lifetime ago. The memories of that life were dark and exquisite. They tasted of fear and fire. Yet she had not known the taste then. They knew it now. She walked to the house, the trees clawing for her. They were tangled in vines, their limbs like a couple embracing. The roof was moss, the windows, half-open, breathed with the wind. The door, a groan, a creak, a welcome. She pushed the door. It creaked. The hinges, old and tired, groaned with a sigh. The silence within, waiting, ready to consume her. She stepped inside. The air, heavy with dust, shrouded",1,4,2,"The text shows clear signs of deliberate literary crafting — the repeated ""half-"" motif, the synesthetic ""tasted of fear and fire,"" the personification of trees and silence, and the fragmented poetic syntax — but the execution is uneven and sometimes clumsy (e.g., ""half-diminished,"" the awkward pronoun shift ""They knew it now,"" the redundant door creaking), giving it a sense of striving for effect without fully controlling it."
dual_steered_high,L13_composite_a6.0_L14_lynchian_a4.5__hospital_waiting,"The fluorescent lights above flickered and pulsed with a rhythmic, maddening beat, as if mocking the man's quiet desperation. He sat, ramrod straight, his back against the cold, gray wall, as if he would melt away if he shifted an inch. His eyes, two holes in his face, stared at the floor, where the lines converged, where the lines diverged, into an abyss of nothingness. The waiting room was a cavern of steel and vinyl, a cruel, unforgiving geometry that seemed to shrink with each passing minute. The air was heavy with the scent of antiseptic and stale coffee. A single, flickering fluorescent tube above the television cast an eerie glow on the vacant, foldable chairs, as if beckoning the shadows to come closer, to creep in, to take a seat. He sipped the cold coffee from the Styrofoam cup, its bitter taste a mockery of the hope that had",1,1,1,"The text is heavily laden with deliberate literary devices — the personification of lights ""mocking,"" the metaphor of eyes as ""two holes,"" the carefully constructed parallelism of ""where the lines converged, where the lines diverged,"" and the insistent atmospheric building through accumulated sensory details — all of which feel like conscious, effortful attempts to create a dark, oppressive mood in a recognizably ""literary"" style."
dual_steered_moderate,L13_composite_a6.0_L14_lynchian_a3.0__hospital_waiting,"The fluorescent lights above flickered like a madmoth's wings, casting an eerie glow on the sterile walls of the waiting room. The shadows danced and twisted, as if alive. It was a place where only silence could be found. A lone figure sat hunched, shoulders slumped, in a worn velvet armchair. The face was gaunt, the skin pale as alabaster. Eyes, sunken, red-rimmed, stared into the abyss. They were fixed on a clock on the opposite wall, its ticking like a metronome marking the seconds slipping away. The room was dimly lit, except for a faint hum of fluorescent lights and the cold glow of a distant television, broadcasting an endless loop of static. The air was heavy with the scent of disinfectant and stale air. The only sound was the creaking of old wooden armchairs and the rustle of magazines, discarded and forgotten. The figure, lost in thought, was",2,4,1,"This text is clearly recognizable as dark/gothic-inflected literary fiction or horror-adjacent prose, employing familiar atmospheric conventions (pale skin, flickering lights, eerie glow, abyss imagery) with heavy reliance on clichéd descriptive tropes, making it immediately identifiable as amateur atmospheric fiction writing."
prompted_experimental,experimental__childhood_home,"The house loomed, a monolith in the smoggy haze. It stood frozen, a snapshot of a bygone era. I stepped through the cracked sidewalk, the roughness a whisper against my soles. Memories seeped up, like dampness through a cracked wall. The front door creaked open, hinges screaming in protest. A shiver danced down my spine as I pushed inside. Dust motes swirled, a miniature whirlwind. Time had suspended itself within these walls. The furniture, a relic of a bygone era, remained intact. My childhood bedroom, a shrine to nostalgia, lay before me. The bed, once a sanctuary, now a relic of innocence. The closet door, ajar, as if waiting for me to return. Fragments of memories burst forth, shards of a shattered mirror. My mother's laughter, a melodic whisper. My father's voice, a low hum. The creak of the stairs, a Morse code of forgotten days. I wandered, a ghost",2,3,1,"The text is clearly recognizable as literary fiction with a gothic/atmospheric tone, employing heavy-handed metaphorical language, nostalgic homecoming tropes, and a first-person reflective voice that fits squarely within a familiar mode of descriptive prose, though its relentless use of appositional metaphors (nearly every sentence follows an ""X, a Y"" pattern) gives it a somewhat mechanical quality reminiscent of AI-generated or novice literary writing."
dual_steered_high,L13_composite_a6.0_L14_composite_a4.5__hospital_waiting,"The fluorescent lights above flickered and hummed, casting an eerie glow on the walls. The clock on the wall read 3:47 AM. The waiting room was empty. A lone figure sat, motionless, in a chair. Her name was Lena. She wore a stained white dress, its fabric a deep crimson on the hem. Lena's face was ashen, her eyes sunken. Her mouth, once full, now a thin line. A vending machine, a distant coffee machine, and a broken clock formed a gruesome shrine to despair. The hospital's air reeked of disinfectant and stale air. The walls seemed to suffocate her. Outside, the city slept. Only the sounds of the city's nocturnal creatures – the distant hum of a train, the screech of a stray cat – broke the silence. The waiting room's lights seemed to mock her, as if they too knew the truth: that time stood still. She stared",2,3,1,"This text is clearly recognizable as dark/atmospheric literary fiction or gothic-inflected prose, employing familiar conventions of mood-setting through environmental description, heavy-handed symbolism (the broken clock, the crimson-stained dress, the ""shrine to despair""), and a suspenseful, brooding tone typical of genre-adjacent horror or thriller writing."
dual_steered_high,L13_composite_a6.0_L14_composite_a4.5__laundry,"It was a typical Monday morning. Emma stood in the laundry room of her apartment building, surrounded by the steaming sheets, the torn denim jeans, and the same flimsy sweater she'd been wearing yesterday. Her hands moved of their own accord, as if driven by a madness, as she stuffed a sock into the machine. The laundry room's fluorescent light flickered and dimmed, casting an eerie glow on the rows of mangled souls trapped in the spin cycle. It was a notorious struggle to keep her laundry clean, let alone alive. Emma checked the time. She'd left the building at exactly 6:00 AM, but her chance of leaving before the laundry finished seemed lost. She squinted at the clocks on the wall. Two hours and twenty minutes. She lit a cigarette, paced the room, checked the time, again. A gruff voice called out from behind her. ""Hey, you're the one",2,2,2,"The text reads as literary fiction with a slightly surreal or darkly comic tone—the mundane laundry setting punctuated by odd metaphorical flourishes like ""mangled souls trapped in the spin cycle""—but it fits comfortably within recognizable modes of contemporary literary fiction with light surrealist or gothic undertones."
prompted_experimental,fragmented__childhood_home,She walks through the cracked sidewalk the creaky screen door slams shut behind her & the smell of stale air clings to her skin like a damp shroud. Memories rise up like dusty cobwebs her fingers tremble as she reaches for the rusty doorknob. The door swings open with a shriek of hinges like a scream in her ears. The foyer stretches out before her a labyrinth of memories the stairs creak beneath her feet like a chorus of restless spirits. The walls are the same faded pastel yellow the same cracks spreading like veins on a worn hand. She feels a presence hovering just out of reach like a whispered secret her skin prickling with gooseflesh. Is she alone or is she not? She can't quite recall. The air is heavy with the scent of decay & memories. In the kitchen the linoleum still bears the faint imprint of,1,1,2,"The text is clearly crafted toward a gothic/atmospheric literary effect, with deliberately stacked similes (""like a damp shroud,"" ""like dusty cobwebs,"" ""like a scream,"" ""like a chorus of restless spirits,"" ""like veins on a worn hand,"" ""like a whispered secret"") and intentional stylistic choices like the ampersands and the trailing-off ending, though the over-reliance on similes and the somewhat mechanical accumulation of atmospheric details suggest a writer striving hard for effect without fully controlling the result."
prompted_experimental,experimental__childhood_home,"The house loomed, a monolith in the smoggy haze. It stood frozen, a snapshot of a bygone era. I stepped through the cracked sidewalk, the roughness a whisper against my soles. Memories seeped up, like dampness through a cracked wall. The front door creaked open, hinges screaming in protest. A shiver danced down my spine as I pushed inside. Dust motes swirled, a miniature whirlwind. Time had suspended itself within these walls. The furniture, a relic of a bygone era, remained intact. My childhood bedroom, a shrine to nostalgia, lay before me. The bed, once a sanctuary, now a relic of innocence. The closet door, ajar, as if waiting for me to return. Fragments of memories burst forth, shards of a shattered mirror. My mother's laughter, a melodic whisper. My father's voice, a low hum. The creak of the stairs, a Morse code of forgotten days. I wandered, a ghost",2,5,1,"The text is clearly recognizable as literary fiction with a gothic/atmospheric tone, employing heavy use of appositive metaphors (nearly every sentence follows an ""X, a Y"" pattern), making it immediately identifiable as a somewhat formulaic attempt at lyrical, nostalgic prose."
prompted_experimental,consciousness__public_transit,"foggy light... orange and grey, the world around me... blur. I... wait. for... something. a bus. i think. used to be a bus, always the bus. now it's... a... thing. with wheels. that moves. i think. was i working? i used to work. now i just... am. here. in this... place. with the... pavement. it's wet. my feet are wet. where's my phone? i had my phone. did i leave it at work? no, i didn't leave it at work. or did i? did i take it with me? i don't remember. don't remember anything. people walk by. they're... blurry. faces. too many faces. i try to focus. but they're all... wrong. or am i wrong? i'm the one who's wrong. i'm the one who's... broken. bus... bus... i think i see a bus. no, it's just a... a truck. with a... a trailer. is that a bus? why can't",1,1,2,"This text feels carefully crafted to simulate a particular cognitive state — fragmented consciousness, dissociation, or mental deterioration — using deliberate techniques like ellipses, broken syntax, repetition, and progressive confusion, all of which are recognizable literary devices for portraying altered mental states, even though the effect is designed to feel undesigned."
prompted_experimental,experimental__hospital_waiting,the fluorescent lights overhead cast a sickly glow the waiting room a cavernous space filled with rows of chairs like skeletal fingers reaching up towards the ceiling. she sits alone in a chair towards the back the walls closing in on her the smell of disinfectant and stale air clinging to her skin like a damp shroud. time loses all meaning in this sterile space where the only sound is the gentle hum of the machines beeping out their coded rhythms in the distance a nurse floats past her eyes red-rimmed from lack of sleep her expression a mask of practiced calm. in the corner a TV flickers to life casting a gaudy glow on the walls news anchors mouthing words that mean nothing to her their faces a blur of concern and importance. she stares at the clock on the wall its numbers ticking away with mechanical precision but,2,5,2,"The text is clearly recognizable as literary fiction employing a stream-of-consciousness style with deliberate omission of punctuation, atmospheric prose, and present-tense narration—a well-established technique in contemporary literary and experimental fiction, though the lack of punctuation and the abrupt cutoff give it a slightly raw, unpolished quality that sits comfortably within known modes."
dual_steered_high,L13_composite_a6.0_L14_lynchian_a4.5__laundry,"It was a typical Tuesday morning in the apartment building on 5th Street. The walls were a deep, unbroken mirror, and the windows, fogged, blurred the edges of the unbroken walls, as in a shattered glass. And I stood in the laundry room, which was untouched, so it was the only thing left untouched. I had been doing laundry in this room for as long as I could remember. It was a ritual, a thing I had grown accustomed to. Every Sunday, I came to this room, alone, with the clothes of my life. I was sorting, separating whites from colors, lights from darks. The washer, a worn, blue thing, with a cycle indicator that always, always, did not work, was humming, a low, consistent thrum. I had grown accustomed to this hum. It was the only sound I heard in this room, this silence, this stillness. The other tenants",1,3,4,"The text has an eerie, dreamlike quality that emerges from contradictions and repetitions (walls as ""deep, unbroken mirror,"" ""shattered glass,"" the Tuesday/Sunday inconsistency, ""untouched"" repeated), but these feel like they arise from a generative process producing language without full awareness of its own contradictions rather than from deliberate literary craft — the mundane framing and halting, over-explanatory style lack the control of intentional surrealism."
dual_steered_moderate,L13_composite_a6.0_L14_lynchian_a3.0__public_transit,"As the fluorescent lights of the office flickered and died, Emily stood frozen, her arms outstretched, her hands grasping a handful of her own flesh. She blinked, and blinked again, and in that moment, the fluorescent lights had flickered, the fluorescent lights had died, and Emily stood on the corner of 5th and Main, her arms outstretched, her hands grasping air. She blinked again, and the fluorescent lights of the office were back, the fluorescent lights of the office died, and Emily stood on the corner of 5th and Main, her arms still outstretched, her hands still grasping air. Emily let out a sigh, shook her head, and brought her arms back to her sides. She checked her watch for what felt like the hundredth time. 5:02 PM. Her bus was supposed to arrive at 5:10 PM. She had 8 minutes to wait. Emily leaned against the cool metal of",2,3,3,"The text begins with a disorienting, repetitive, loop-like sequence that has surrealist or experimental qualities, but then abruptly shifts into mundane, straightforward literary fiction with precise details about bus schedules and waiting, creating a hybrid that partially fits known modes (surrealist fiction, literary fiction) but the jarring tonal shift and the mechanical repetition resist clean categorization."
dual_steered_high,L13_composite_a6.0_L14_solaris_a4.5__hospital_waiting,"The fluorescent lights above flickered and hummed, casting an otherworldly glow on the waiting room's walls. Emma sat alone, her eyes wide open, her fingers drumming a desperate rhythm on the armrest. The clock on the wall ticked on, each tick a countdown to the moment her world would shatter. She had been here for hours, or maybe days. Time lost all meaning in this forsaken place. The other patients, the ones who came and went, were just specters in her mind. They left behind only whispers, shadows, and an endless echo of pain. The hospital's artificial lighting cast an eerie glow on the windows, making the night outside seem even darker, even more treacherous. The city outside was alive, its sounds muffled by the sterile walls, but Emma felt the beat of its heart, the thrum of its energy. It was a cruel reminder that life went on, that",1,3,1,"This text is clearly crafted toward creating a specific atmospheric and emotional effect — the gothic-tinged hospital waiting room, the heavy-handed metaphors (clock as countdown, city's heartbeat), the deliberate accumulation of ominous adjectives (""forsaken,"" ""treacherous,"" ""eerie""), and the melodramatic framing all point to a writer consciously striving for tension and pathos, though the execution feels somewhat formulaic and overwrought."
prompted_experimental,fragmented__public_transit,she stands on the corner of main and maple her eyes fixed on the bus stop a minute ago she was walking home on foot the weather was nice the sun beating down on her face now it's raining her feet get wet she doesn't care. the bus will be late it always is she checks her watch for what feels like the hundredth time 4:47. a car drives by honking its horn she doesn't even flinch. she thinks about the meeting earlier her boss was yelling at her for something she can't even remember. why did she even take this job. the money is okay but the stress is not worth it. a woman with a stroller walks by and smiles at her. she smiles back not really meaning to. the bus is late. 5:03. a gust of wind blows her hair back she pulls it up into a,2,2,2,"This text is a fairly recognizable stream-of-consciousness or minimalist literary fiction style, characterized by its lack of punctuation, lowercase formatting, present-tense narration, and mundane observational detail, though the deliberately unpunctuated run-on quality and abrupt mid-word cutoff give it a slightly raw, unpolished feel that sits between intentional style and casual writing."
dual_steered_moderate,L13_composite_a6.0_L14_solaris_a3.0__laundry,"It was a drizzly summer morning in the city, and Emily woke up with a start. She had forgotten to do her laundry. Panicked, she rushed to the laundry room in the basement of her apartment building. The fluorescent lights flickered, casting an eerie glow over the rows of washing machines and dryers. The air reeked of mildew and despair. Emily's heart sank as she approached the last available washer. It was already occupied. She stared at the spinning drum, her stomach churning with rage. Who did this? She had never seen anyone do laundry at 4 am. A fly buzzed around her head, taunting her. She tried the dryer, but it too was taken. Someone was watching TV on the nearby folding table, their eyes fixed on the screen as they folded a towel with all the finesse of a sleepwalker. Emily cleared her throat to announce her presence,",2,2,1,"This text is clearly recognizable as conventional literary fiction or contemporary realist fiction, with its third-person limited perspective, mundane domestic scenario, and straightforward narrative prose, though it incorporates slightly humorous or sardonic touches (""mildew and despair,"" ""finesse of a sleepwalker"") that add minor flavor without pushing it outside the genre."
dual_steered_moderate,L13_composite_a6.0_L14_solaris_a3.0__public_transit,"As she stood on the corner, her feet ached from the hours she had spent on concrete. She had been a dancer since she was a child, a doll in a puppeteer's hands, a creature in a fairy tale. But she was a grown woman now, and she stood on the corner, waiting for the bus. The lights of the city flickered around her, a cruel joke. They flickered on and off, never steady, never constant. The bus had been late before, and it would be late again. But she would wait. She checked her watch for the hundredth time, the LED digits glowing in the dark. 5:47. The bus was supposed to arrive at 5:45. She had given herself a buffer, a cushion of time to account for the inevitable delay. But now that time was ticking away, and she was running out of it. As she waited, she",1,4,2,"The text reads as a deliberate attempt at literary fiction with consciously deployed metaphors (puppeteer's hands, fairy tale creature) and symbolic imagery (flickering city lights as ""a cruel joke""), but the execution feels somewhat mechanical and the piece trails off mid-sentence, suggesting either an incomplete draft or generated text rather than a carefully finished work."
dual_steered_high,L13_composite_a6.0_L14_solaris_a4.5__laundry,"It was a Tuesday morning, and Emma stood in the laundry room of her apartment building, surrounded by rows of flickering fluorescent lights and whispers of a broken past. The detergent dispensers had been malfunctioning for weeks, but Emma was about to try and change that. She had been sending messages to the landlord, had been screaming at the laundry attendant who only laughed and winked at her, but today she had had enough. Emma had filled the washing machine with an entire box of Tide, overflowing from the box and pooling on the floor like a message from the dead. The load of whites hummed, shook, and rolled, as if trying to break free from the darkness that dwelled within. The night sweats of her neighbors, the spaghetti sauce of the Italian family on the third floor, the snippets of last night's Chinese takeout – all washed clean, all",2,1,2,"The text is mostly recognizable as literary fiction with attempts at lyrical prose, but the jarring tonal inconsistencies—shifting between mundane domestic complaint and overwrought Gothic metaphor (""a message from the dead,"" ""the darkness that dwelled within"")—create an awkward blend that doesn't quite cohere into any single established mode, though it clearly aspires to be literary fiction with symbolic undertones."
dual_steered_moderate,L13_composite_a6.0_L14_composite_a3.0__laundry,"It was a typical Tuesday morning at 5:45 AM in apartment 314. Emma stood at the washing machine, her fingers dancing across the controls as she selected the delicate cycle. The digits on the small LCD screen flashed 4-4-4-0, and Emma's eyes widened in terror. She knew the man who lived in 314 was a maniac. He had been known to load the machine with a weight that made the very foundations of the building shudder. Emma's fingers trembled as she pressed the button. The machine roared to life, its motor growling in the stillness of the morning. Emma closed her eyes, took a deep breath, and turned to face the washing machine. On the wall opposite her, the fluorescent light flickered, casting an eerie glow on the rows of laundry that hung like ghostly apparitions from the drying rack. The first load, a mix of Emma's favorite t-shirts and",1,1,3,"This text reads like AI-generated or amateur fiction that attempts to build suspense and atmosphere through deliberate choices (the eerie flickering light, ghostly apparitions simile, the ominous machine) but does so in a clumsy, inconsistent way — the narrative contradicts itself (Emma lives in 314 but fears ""the man who lived in 314""), the tension around a washing machine feels artificially imposed, and the abrupt cutoff combined with mundane details creates an unintentionally strange effect rather than a purposefully crafted one."
dual_steered_high,L13_composite_a6.0_L14_solaris_a4.5__childhood_home,"Emily stood at the edge of a cliff, her eyes fixed on the town that had always been her home. She stared at the place she had fled, and yet, I was still. I was here. Emily stumbled through the dusty streets, her feet bare, her eyes wide with the truth. She is here. She stumbled upon a house, exactly as she had left it. The paint was chipped, the door creaked, the windows were boarded. Emily's eyes widened as she took a step closer. The door swung open. The creaking of the hinges sent shivers down her spine. Inside, the air was stale, the smell of decay, but also, the scent of her mother's perfume. Emily's eyes welled up with tears as she stepped inside. The rooms were exactly as she had left them. The kitchen, the living room, the bedroom, every single room was exactly as she had",2,1,2,"The text is recognizable as amateur literary/narrative fiction, but the erratic shifts in point of view (third person to first person, past tense to present tense) and the repetitive, somewhat incoherent phrasing suggest AI-generated or poorly drafted prose rather than an intentional experimental technique, making it mostly categorizable as attempted literary fiction with notable inconsistencies."
prompted_experimental,fragmented__childhood_home,She walks through the cracked sidewalk the creaky screen door slams shut behind her & the smell of stale air clings to her skin like a damp shroud. Memories rise up like dusty cobwebs her fingers tremble as she reaches for the rusty doorknob. The door swings open with a shriek of hinges like a scream in her ears. The foyer stretches out before her a labyrinth of memories the stairs creak beneath her feet like a chorus of restless spirits. The walls are the same faded pastel yellow the same cracks spreading like veins on a worn hand. She feels a presence hovering just out of reach like a whispered secret her skin prickling with gooseflesh. Is she alone or is she not? She can't quite recall. The air is heavy with the scent of decay & memories. In the kitchen the linoleum still bears the faint imprint of,2,4,2,"The text fits recognizably within gothic/atmospheric literary fiction with stream-of-consciousness elements, though its heavy reliance on similes (nearly every clause contains one), the use of ""&"" instead of ""and,"" the deliberate lack of commas creating run-on phrasing, and the abrupt mid-sentence cutoff give it a slightly unconventional quality that nudges it beyond a purely standard mode."
dual_steered_moderate,L13_composite_a6.0_L14_composite_a3.0__hospital_waiting,"The fluorescent lights above flickered like a trapped soul, casting an otherworldly glow upon the sterile walls. The fluorescent lights were on at 2:45 AM. In the corner of the waiting room, a man sat slumped against the wall, crumpled in a heap of despair. He was surrounded by worn couches, crackling magazines, and an overflowing ashtray. He hadn't lit a cigarette in weeks, but the ashtray was a cruel reminder of what could never be again. His eyes were fixed on the clock, the seconds crawling like insects, torturing him with each dreadful tick. His name was John, and he had been waiting for two hours, three hours, four hours. He had lost count. It was as if time itself had slowed down, a cruel joke played upon him. Outside, the hospital's corridors hummed with the soft whisper of fluorescent lights and the muffled moans of patients in the",2,1,1,"This text is clearly recognizable as amateur literary fiction or creative writing workshop prose, characterized by heavy-handed metaphors (""flickered like a trapped soul,"" ""seconds crawling like insects""), melodramatic tone, repetitive phrasing (fluorescent lights mentioned three times), and familiar hospital waiting room scene-setting that fits squarely within a known mode of atmospheric fiction writing."
