condition,snippet_id,snippet_text,question,run,score,reasoning
lstm_vae,lstm-vae-lines:0739,the flowers that you friend,1,5,2,"This five-word fragment uses ""friend"" as a verb in an unexpected way that feels like it could be either a deliberate poetic compression (verbing a noun for lyrical effect) or an accidental grammatical slip, but its brevity and the gentle strangeness of ""friending"" flowers leans toward a conscious, minimalist poetic gesture."
standard_llm,llm-lines:0693,songs drift from the quiet void,2,4,1,"This short phrase is immediately recognizable as poetic or lyrical writing, fitting squarely within a tradition of minimalist, imagistic poetry with its evocative, contemplative imagery."
lstm_vae,lstm-vae-lines:0560,it's all i want to touch,1,1,3,"This brief, lowercase fragment reads like a line pulled from a personal message or song lyric — its intimacy and simplicity feel emotionally direct rather than crafted for literary effect, yet the ambiguity of ""it"" and the stripped-down form suggest at least some awareness of poetic compression."
lstm_vae,lstm-vae-lines:0897,what pieces on you're through,1,5,5,"This reads as a garbled, possibly accidental arrangement of common words with a grammatical error (""you're"" instead of ""your"" or used nonsensically), suggesting it arose without any deliberate literary intent — it lacks any discernible crafted structure, imagery, or purposeful defamiliarization."
lstm_vae,lstm-vae-lines:0154,and then you see the fame signs,1,4,5,"This fragment reads like a casual, offhand remark or mishearing/transcription — ""fame signs"" has an accidental strangeness that doesn't feel designed, as if it emerged from speech or a typo rather than deliberate literary craft."
lstm_vae,lstm-vae-lines:0486,i'm afraid i deserve it,2,5,2,"This brief fragment reads as a line of dialogue, a confession, or a social media post/text message, and could easily be categorized as confessional or diaristic writing — its simplicity and emotional directness make it immediately recognizable as a personal utterance, though its extreme brevity and lack of context make its precise genre slightly ambiguous."
lstm_vae,lstm-vae-lines:0768,the smell of the answer,2,5,2,"This very brief phrase reads as a poetic or lyrical fragment with a synesthetic quality, easily categorizable as a short poetic/surrealist expression, though its extreme brevity makes it somewhat ambiguous in function."
standard_llm,llm-lines:0802,the night holds secrets we can't recall,1,3,1,"This reads as a deliberately composed poetic line, employing a familiar romantic trope of night-as-mystery combined with the evocative concept of forgotten knowledge, crafted to produce a specific atmospheric and emotional effect."
standard_llm,llm-lines:0458,lost in a world that never waits,1,2,1,"This reads as a deliberately crafted, somewhat generic lyrical or poetic phrase, employing a familiar metaphor of being ""lost"" combined with a personification of the world, clearly aimed at evoking a melancholic or wistful emotional effect."
lstm_vae,lstm-vae-lines:0471,i wish he's all that you,2,2,5,"This reads as a fragmentary, possibly unfinished or garbled sentence — likely an incomplete social media post, text message, or song lyric attempt — that is too brief and incoherent to belong to any recognizable literary or writing mode."
lstm_vae,lstm-vae-lines:0380,i feel just in trust,1,2,5,"This brief phrase feels like it emerged from an unpolished, possibly accidental construction — perhaps a typo or non-native speaker's expression — yet it carries an unexpected resonance (""just in trust"" hovering between ""justified"" and a state of being held in trust) that feels entirely unintended rather than crafted."
lstm_vae,lstm-vae-lines:0391,i feel you alone,2,1,2,"This four-word fragment reads as a minimalist poetic utterance or text-message-style expression, easily categorizable as either minimalist poetry or informal digital communication, though its ambiguity (feeling someone vs. feeling alone) adds a slight layer of complexity."
lstm_vae,lstm-vae-lines:0524,i's the way you're home,2,2,4,"This extremely brief fragment reads like a truncated or autocorrected text message or a typographical error, lacking enough substance to clearly belong to any literary mode, though one might loosely reach for ""minimalist poetry"" or ""found text"" as approximate labels."
standard_llm,llm-lines:0063,breathe in the scent of hollow dreams.,2,5,1,"This is a short, clearly poetic/lyrical fragment that fits comfortably within the tradition of evocative, imagistic poetry, using familiar poetic devices like synesthesia and abstract imagery."
standard_llm,llm-lines:0994,"wrapped in echoes, we are never alone",1,2,1,"This reads as a deliberately composed poetic aphorism, with the metaphor of being ""wrapped in echoes"" carefully chosen for its evocative, lyrical quality and the line structured to deliver a resonant philosophical statement."
standard_llm,llm-lines:0551,paths cross where silence lies,1,1,1,"This reads as a deliberately composed poetic fragment, with its careful balance of metaphorical language (""paths cross""), personification (""silence lies""), and the intentional ambiguity of ""lies"" (rests vs. deceives) all pointing to conscious literary craftsmanship."
standard_llm,llm-lines:0063,breathe in the scent of hollow dreams.,2,4,1,"This is a short, evocative phrase that fits squarely within a recognizable mode of lyrical/poetic writing, employing familiar poetic devices like synesthesia and abstract imagery that are common in contemporary poetry and inspirational prose."
standard_llm,llm-lines:0644,shattered vows whisper back,2,5,1,"This is a concise, imagistic phrase that reads immediately as poetry—specifically a short-form lyric or fragment in the tradition of minimalist/imagist verse, possibly haiku-adjacent, with its compressed metaphor and emotional resonance."
standard_llm,llm-lines:0400,i'm the echo of a fading song,2,2,1,"This is a straightforward lyrical/poetic fragment using a common metaphorical structure (""I'm the [abstract noun] of a [adjective] [noun]"") that is immediately recognizable as belonging to poetic or song-lyric traditions."
standard_llm,llm-lines:0139,distant fires dance in the cold,1,2,1,"This is a compact, evocative line that uses alliteration (""distant,"" ""dance""), personification (""fires dance""), and a deliberate contrast between warmth and cold — all hallmarks of intentional poetic craft aimed at creating a specific atmospheric and sensory effect."
lstm_vae,lstm-vae-lines:0039,all i understand,2,5,3,"This extremely brief fragment could be a poem title, a lyric snippet, or a standalone minimalist expression, but its extreme brevity makes it difficult to assess as belonging to any particular mode—it's too short to exhibit the characteristics of any genre, yet minimalist/fragmentary poetry is a recognized tradition."
standard_llm,llm-lines:0994,"wrapped in echoes, we are never alone",1,5,1,"This reads as a deliberately crafted poetic line — the metaphor of being ""wrapped in echoes"" is a consciously chosen image, and the aphoristic structure with its comforting resolution feels designed to produce a specific emotional and aesthetic effect."
standard_llm,llm-lines:0069,broken clocks keep silent time,1,5,1,"This reads as a deliberately crafted aphorism — the paradox of ""silent time,"" the personification of ""broken clocks,"" and the compact, poetic structure all feel like intentional literary choices designed to produce a contemplative, enigmatic effect."
lstm_vae,lstm-vae-lines:0176,and what's not leaving here,1,3,4,"This fragment feels like a line pulled from conversation or stream-of-consciousness, its ambiguity and quiet weight arising from its decontextualized brevity rather than from deliberate poetic crafting."
standard_llm,llm-lines:0063,breathe in the scent of hollow dreams.,1,1,1,"This reads as a deliberately constructed poetic line, with the metaphor of ""hollow dreams"" having a ""scent"" clearly designed to evoke a specific mood of melancholy and ethereality — it feels like a crafted literary fragment aiming for atmospheric effect."
lstm_vae,lstm-vae-lines:0717,sometimes your mind,1,3,4,"This fragment is so minimal that it feels like the beginning of a thought that was never completed, carrying no discernible evidence of deliberate literary crafting yet also too slight to register as genuinely unanticipated or strange."
lstm_vae,lstm-vae-lines:0923,where this's all day,2,4,4,"This extremely brief fragment is so minimal and syntactically incomplete that it resists identification as belonging to any particular writing mode, though one might loosely reach for labels like ""fragment,"" ""found text,"" or ""minimalist experimental,"" none of which adequately capture its nature."
lstm_vae,lstm-vae-lines:0134,and now it's hard to be free,2,1,1,"This brief fragment reads as a lyric line or poetic fragment, immediately recognizable as belonging to the mode of song lyrics, confessional poetry, or lyrical writing."
lstm_vae,lstm-vae-lines:0089,alone i will hold,1,5,2,"This brief phrase reads like a deliberately crafted poetic fragment — its sparse, lowercase presentation, lack of punctuation, and ambiguous emotional resonance all feel like conscious minimalist choices designed to evoke vulnerability and quiet resolve."
lstm_vae,lstm-vae-lines:0154,and then you see the fame signs,2,5,3,"This brief fragment is too short and ambiguous to clearly belong to any specific mode, though it reads like a casual conversational or stream-of-consciousness snippet that could fit into several contexts."
standard_llm,llm-lines:0400,i'm the echo of a fading song,2,3,1,"This is a brief, metaphorical statement that immediately reads as poetic or lyrical expression, fitting squarely within recognizable traditions of poetry, song lyrics, or introspective literary writing."
lstm_vae,lstm-vae-lines:0699,please listen to be asleep here,2,4,2,"This brief, grammatically fractured phrase has a dreamlike, minimalist quality that could be read as experimental poetry or a fragment of surrealist/abstract writing, fitting recognizable avant-garde and minimalist poetic traditions despite its ambiguity."
standard_llm,llm-lines:0543,old songs float in the cold air,2,5,1,"This is a brief, imagistic line that fits comfortably within recognized poetic modes—specifically minimalist or haiku-like poetry, with its spare, evocative imagery of sensory experience."
standard_llm,llm-lines:0139,distant fires dance in the cold,1,1,1,"This is a compact, evocative line that uses alliteration (""distant,"" ""dance""), personification (""fires dance""), and a deliberate contrast between warmth and cold — all hallmarks of intentional poetic craft aimed at creating a specific atmospheric effect."
standard_llm,llm-lines:0610,shadows dance on broken stones,2,4,1,"This is a concise, imagistic fragment that is immediately recognizable as poetic writing — specifically fitting the tradition of minimalist or imagist poetry, with its evocative imagery and lack of punctuation or capitalization."
lstm_vae,lstm-vae-lines:0043,all i'm had to breathe,1,1,5,"This fragment feels like it emerged from a process that couldn't have known what it was producing — perhaps a transcription error, a non-native speaker's utterance, or a generative glitch — yet its accidental grammar creates an oddly poignant compression of effort and necessity around breathing that no deliberate poet would likely construct in quite this way."
standard_llm,llm-lines:0418,"in the stillness, we are all undone",2,3,1,"This is a brief, aphoristic line that fits squarely within the tradition of lyrical/poetic writing, with its contemplative tone, abstract imagery, and rhythmic cadence making it immediately recognizable as poetry or poetic prose."
standard_llm,llm-lines:0189,echoes of fire drown in silence,2,3,1,"This is a short, imagistic phrase that is immediately recognizable as poetic or lyrical writing, employing classic poetic devices like paradox, synesthesia, and juxtaposition of elemental imagery (fire, silence, drowning)."
standard_llm,llm-lines:0693,songs drift from the quiet void,1,2,1,"This short phrase has a deliberately poetic construction — the juxtaposition of ""songs"" with ""quiet void"" and the choice of ""drift"" all feel like carefully selected words aimed at evoking a specific atmospheric, contemplative effect typical of minimalist poetry."
lstm_vae,lstm-vae-lines:0762,the real friend of you still house,1,5,5,"This text reads like a garbled or machine-generated fragment where the strange juxtaposition of words (""friend of you still house"") feels entirely accidental rather than designed, producing an odd, almost haunting quality that no one seems to have intended."
standard_llm,llm-lines:0940,tomorrow hides behind velvet curtains,2,3,1,"This is a concise, metaphorical statement that fits comfortably within the recognized mode of poetry — specifically lyrical or imagistic poetry — using personification and vivid imagery in a way that is immediately familiar to readers of verse."
lstm_vae,lstm-vae-lines:0683,oh when you still hold,2,2,2,"This extremely brief fragment reads as a partial line of poetry or song lyric, its incompleteness and lyrical tone making it easily associable with poetic or lyrical modes even though it's too short to fully confirm."
standard_llm,llm-lines:0054,"between the cracks, shadows bleed",2,2,1,"This is a short, imagistic fragment that is immediately recognizable as poetic writing—specifically, it fits neatly into the tradition of minimalist or fragmentary poetry with its compressed imagery, metaphorical language, and atmospheric tone."
lstm_vae,lstm-vae-lines:0823,this is what you want to,2,3,5,"This is a sentence fragment that appears to be an incomplete thought or truncated text, lacking enough content to establish any meaningful mode or genre of writing."
lstm_vae,lstm-vae-lines:0384,i feel the lie,2,1,1,"This extremely brief phrase reads as a fragment of lyric poetry, song lyrics, or a confessional/emotional utterance — modes that are immediately recognizable even in minimal form."
standard_llm,llm-lines:0489,lust seeps into empty space,2,2,1,"This is a short, evocative phrase that reads immediately as a line of poetry—likely minimalist or confessional poetry—with its use of personification, sensory imagery, and compressed metaphorical language fitting squarely within recognized poetic traditions."
standard_llm,llm-lines:0613,shadows dance to a hidden beat,2,5,1,"This is a brief, clearly poetic/lyrical fragment using personification and imagery in a way that is immediately recognizable as belonging to the poetic mode."
standard_llm,llm-lines:0688,"somewhere in silence, the story unfolds",1,3,1,"This reads as a deliberately composed poetic line, with its careful use of alliteration (""somewhere,"" ""silence,"" ""story""), its evocative imagery, and its rhythmic balance — all hallmarks of intentional literary craftsmanship aimed at producing a contemplative, lyrical effect."
standard_llm,llm-lines:0937,time spills in silver streams.,2,1,1,"This is a concise, imagistic fragment that is immediately recognizable as poetic writing, employing metaphor, alliteration (""spills,"" ""silver,"" ""streams""), and lyrical compression characteristic of poetry or prose poetry."
standard_llm,llm-lines:0393,i wear my past in shades of night,2,1,1,"This is a brief, clearly poetic line employing metaphor and imagery (wearing the past, shades of night) that fits squarely within the tradition of lyric poetry or song lyrics."
lstm_vae,lstm-vae-lines:0832,this world still seems,2,1,2,"This four-word fragment reads as a partial line of poetry or a sentence fragment, and its brevity and contemplative tone make it immediately suggestive of the poetic or lyrical mode, though it is too short to fully confirm any genre."
standard_llm,llm-lines:0156,dreams hide in tangled roots.,2,5,1,"This is a concise, metaphorical statement that reads as a line of poetry or a poetic fragment, fitting comfortably within the tradition of lyric/imagist poetry."
standard_llm,llm-lines:0660,silence knows what words forget.,1,5,1,"This is a carefully constructed aphorism that relies on a deliberate personification of silence and a precise antithetical structure (silence/words, knows/forget), clearly designed to produce a pithy, memorable philosophical effect in the tradition of literary epigrams."
lstm_vae,lstm-vae-lines:0486,i'm afraid i deserve it,1,1,5,"This brief, lowercase confession feels like a raw, unadorned utterance — possibly pulled from conversation, a text message, or an internal thought — whose emotional weight arises from its simplicity and context rather than from any deliberate literary shaping."
standard_llm,llm-lines:0819,the past is a shadow in the fog,2,4,1,"This is a concise metaphorical statement that fits squarely within the tradition of aphoristic or lyrical/poetic writing, immediately recognizable as a poetic fragment or epigram."
lstm_vae,lstm-vae-lines:0120,and if you realise,2,5,4,"This is too brief to constitute a meaningful text for genre classification—it reads as a sentence fragment or the beginning of a conditional clause, which could belong to virtually any mode of writing."
standard_llm,llm-lines:0661,silence pools beneath the moon,2,1,1,"This is a concise, imagistic phrase that is immediately recognizable as poetry — specifically lyrical or imagist poetry — with its compressed metaphor, natural imagery, and verb choice (""pools"") that are hallmarks of the mode."
lstm_vae,lstm-vae-lines:0954,you change this mind,1,1,5,"This three-word phrase feels like a fragment of ordinary speech or a casual utterance, possibly a typo or autocomplete artifact for ""you changed my mind,"" whose slight grammatical oddness (""this mind"" instead of ""my mind"") creates an unintended estrangement effect rather than a deliberately crafted one."
lstm_vae,lstm-vae-lines:0639,never want to be everywhere,2,1,2,"This brief phrase reads as a minimalist poetic fragment or aphorism, fitting comfortably within recognized traditions of minimalist poetry, micro-poetry, or lyric fragment."
standard_llm,llm-lines:0661,silence pools beneath the moon,1,5,1,"This is a compact, carefully constructed poetic phrase where ""pools"" is used as a verb to create a deliberate metaphorical effect — transforming silence into liquid gathering under moonlight — which feels like a purposeful, crafted literary image."
lstm_vae,lstm-vae-lines:0768,the smell of the answer,1,3,2,"This phrase has a striking synesthetic quality that feels deliberately crafted — it's the kind of compact, evocative juxtaposition (sensory ""smell"" against abstract ""answer"") that poets consciously construct to defamiliarize and create resonance."
lstm_vae,lstm-vae-lines:0083,all you can go waiting,1,2,5,"This fragment feels like it emerged from a grammatical accident or a non-native speaker's approximation, producing an oddly evocative phrase that no one would likely craft on purpose — the strange collision of ""go"" and ""waiting"" creates an unintended poetic suspension."
standard_llm,llm-lines:0579,rust and regret paint the walls.,2,5,1,"This is a concise, metaphor-driven fragment that is immediately recognizable as poetic writing, using abstract nouns paired with a concrete verb in a compact, imagistic line typical of contemporary poetry or lyrical prose."
standard_llm,llm-lines:0644,shattered vows whisper back,1,2,1,"This reads as a deliberately crafted poetic fragment, with the personification of ""shattered vows"" whispering and the carefully chosen compression of language all pointing toward intentional literary design aimed at evoking loss and haunting memory."
lstm_vae,lstm-vae-lines:0283,dream i will speak,1,1,3,"This fragment feels like it could be extracted from a larger context — a line of poetry, a transcription, or a prophetic utterance — and its spare, ambiguous quality, while evocative, has the feel of something deliberately pared down to achieve a mysterious, oracular effect."
lstm_vae,lstm-vae-lines:0728,that you don't believe,1,1,5,"This is a brief, decontextualized fragment that feels like a piece extracted from a larger sentence rather than something crafted to stand alone as a literary utterance; its ambiguity and openness feel incidental rather than designed."
standard_llm,llm-lines:0396,i wear the night like a second skin,1,3,1,"This is a clearly crafted metaphorical statement that employs a well-established literary device — the simile of wearing darkness as skin — which is a deliberate poetic construction aimed at evoking a specific mood of intimacy with darkness, and it reads as an intentional artistic expression."
lstm_vae,lstm-vae-lines:0923,where this's all day,1,4,5,"This fragment feels like a piece of incidental, possibly accidental language — perhaps a typo, a transcription error, or a truncated utterance — whose odd compression and ambiguity arise not from literary intent but from some communicative breakdown."
standard_llm,llm-lines:0634,shadows stretch across cold floors.,1,2,1,"This reads as a deliberately composed line of poetry, with carefully chosen imagery (shadows, cold floors) and a compact, evocative structure designed to create a mood of emptiness or melancholy — it feels like a crafted literary fragment."
lstm_vae,lstm-vae-lines:0052,all that i needs in the wrong,2,1,4,"This extremely brief fragment reads like a grammatically broken aphoristic statement or text-message shorthand that could be an incomplete lyric, a casual utterance, or an accidental fragment, making it too minimal and ambiguous to firmly place in any writing mode yet vaguely gesturing toward lyrical or vernacular expression."
standard_llm,llm-lines:0399,i wear the weight of stillness,1,1,1,"This reads as a deliberately crafted poetic line, with ""weight of stillness"" being a purposeful metaphor pairing a physical sensation with an abstract concept, and the lowercase ""i"" suggesting a conscious stylistic choice toward minimalism and vulnerability."
standard_llm,llm-lines:0819,the past is a shadow in the fog,1,4,1,"This is a concise, deliberate metaphorical statement that layers two atmospheric images (shadow and fog) to evoke the obscurity and intangibility of the past — it reads as a carefully crafted aphoristic line designed for poetic effect."
standard_llm,llm-lines:0868,the stars whisper in cryptic tones,1,2,1,"This is a clearly crafted poetic line employing personification (""stars whisper"") and deliberate atmospheric imagery (""cryptic tones"") that follows well-worn literary conventions for evoking mystery and cosmic wonder."
standard_llm,llm-lines:0195,echoes sink into the empty walls,1,2,2,"This is a short, evocative phrase that uses conventional poetic imagery — echoes, emptiness, walls — in a fairly standard metaphorical arrangement, suggesting deliberate crafting toward a melancholic or atmospheric literary effect, though its simplicity keeps it from feeling overly designed."
standard_llm,llm-lines:0868,the stars whisper in cryptic tones,2,1,1,"This is a straightforward example of poetic/lyrical writing employing personification and imagery, fitting comfortably within a long tradition of short poetic lines about nature and celestial bodies."
lstm_vae,lstm-vae-lines:0451,i want to control control,2,2,2,"This extremely brief phrase reads as a minimalist poetic or lyrical fragment, with its repetition of ""control"" suggesting concrete poetry or spoken word, fitting recognizable experimental/poetic modes despite its brevity."
standard_llm,llm-lines:0411,"in silence, i become the void.",2,3,1,"This is a concise, introspective statement that fits comfortably within recognized modes of aphoristic/poetic writing, particularly reminiscent of minimalist poetry, Zen-influenced spiritual writing, or social media poetry in the vein of Rupi Kaur-style confessional brevity."
lstm_vae,lstm-vae-lines:0683,oh when you still hold,2,1,2,"This extremely brief fragment reads as a snippet of poetry or song lyric, fitting comfortably within recognizable poetic/lyrical modes despite its incompleteness."
lstm_vae,lstm-vae-lines:0063,all the mind and fall fall,2,3,2,"This very short fragment reads like a minimalist, abstract poetic utterance with repetition (""fall fall"") and a dreamlike, disconnected syntax, fitting comfortably within recognized traditions of experimental or minimalist poetry."
standard_llm,llm-lines:0632,shadows sing where light once lay,1,3,1,"This is a compact, deliberately constructed poetic line with a clear use of personification (""shadows sing""), antithesis (shadows vs. light), and carefully chosen sonic qualities (alliteration of ""s"" sounds, internal rhythm), all of which point to intentional literary craftsmanship aimed at producing a specific evocative effect."
standard_llm,llm-lines:0634,shadows stretch across cold floors.,2,2,1,"This is a concise, imagistic fragment that fits squarely within recognizable poetic traditions—specifically minimalist or imagist poetry, evoking the style of haiku-adjacent English-language verse."
lstm_vae,lstm-vae-lines:0637,my words's gone,2,1,3,"This extremely brief fragment reads as a dialectal or vernacular utterance that could be categorized as minimalist poetry, found language, or a fragment of dialogue/stream-of-consciousness, though its extreme brevity makes it hover between recognizable poetic minimalism and something too slight to firmly categorize."
lstm_vae,lstm-vae-lines:0762,the real friend of you still house,2,3,4,"This extremely brief fragment reads like a broken or randomly assembled string of words that lacks syntactic coherence, yet its fragmentary nature somewhat resembles found poetry, cut-up technique, or machine-generated text—approximate labels exist but none fully capture it."
lstm_vae,lstm-vae-lines:0699,please listen to be asleep here,1,3,5,"This fragment has a dreamlike, almost accidental poetry to it — the broken syntax (""listen to be asleep"") feels like it emerged from a half-conscious state, a mistaken utterance, or a machine-generated glitch rather than from deliberate literary crafting, giving it an unintended beauty."
standard_llm,llm-lines:0105,cold eyes warm to a quiet beat,2,5,1,"This short phrase reads as a concise line of poetry or song lyric, fitting comfortably within the lyrical/poetic mode with its sensory contrast, rhythm, and evocative imagery."
lstm_vae,lstm-vae-lines:0768,the smell of the answer,2,4,2,"This very short phrase reads as a poetic or lyrical fragment, potentially surrealist in its synesthetic coupling of a sensory experience (smell) with an abstract concept (the answer), fitting comfortably within recognized poetic and surrealist traditions."
lstm_vae,lstm-vae-lines:0923,where this's all day,1,3,5,"This fragment feels like a piece of incidental, broken speech or a transcription error — its cryptic, almost nonsensical quality seems entirely unintentional rather than crafted for literary effect."
standard_llm,llm-lines:0862,the stars fade beneath whispered fears,1,4,1,"This reads as a deliberately composed poetic line, with its careful pairing of celestial imagery (""stars fade"") and emotional abstraction (""whispered fears""), along with the unexpected preposition ""beneath"" creating a designed inversion of spatial expectation — all hallmarks of intentional literary craft."
standard_llm,llm-lines:0019,a quiet voice hums through the dark,2,1,1,"This is a straightforward lyrical/poetic fragment that fits comfortably within recognized traditions of minimalist poetry or lyric verse, with its imagery, rhythm, and evocative brevity all immediately recognizable as poetic."
standard_llm,llm-lines:0840,the sea hums a lullaby of loss.,1,3,1,"This is a compact, clearly crafted poetic line employing deliberate alliteration (""lullaby of loss""), personification (the sea humming), and a conventional melancholic-oceanic metaphor — all hallmarks of intentional literary design aimed at producing a specific emotional and aesthetic effect."
standard_llm,llm-lines:0135,darkness slips under my skin,1,1,1,"This is a concise, evocative metaphor that feels deliberately crafted as a poetic line — the personification of darkness and the visceral image of it penetrating the skin are well-worn poetic moves designed to convey emotional or psychological distress."
lstm_vae,lstm-vae-lines:0384,i feel the lie,2,2,1,"This extremely brief phrase reads as a fragment of lyric poetry, song lyrics, or confessional/emotional expression — modes that are immediately recognizable even in minimal form."
standard_llm,llm-lines:0738,the air turns thick with dreams unsaid,2,3,1,"This is a clearly recognizable line of lyrical/poetic writing, employing familiar poetic devices like personification, abstraction, and evocative imagery that fit squarely within contemporary poetry conventions."
lstm_vae,lstm-vae-lines:0324,god's true,2,3,4,"This two-word fragment is so minimal that it could be a prayer, an exclamation, a text message, a fragment of poetry, or a philosophical assertion, yet its extreme brevity and ambiguity make it difficult to assign to any specific mode while also not being complex enough to truly resist categorization—it's simply too sparse to evaluate meaningfully."
lstm_vae,lstm-vae-lines:0837,through the dream and can not see,2,1,1,"This brief phrase reads as a fragment of lyric poetry or song lyrics, with its dreamlike imagery and rhythmic quality fitting comfortably within recognized poetic traditions."
standard_llm,llm-lines:0940,tomorrow hides behind velvet curtains,2,1,1,"This is a concise, metaphorical statement that fits comfortably within the tradition of poetic or lyrical writing, employing personification and imagery in a way that is immediately recognizable as a poetic fragment or aphorism."
lstm_vae,lstm-vae-lines:0709,so so far away today,1,1,4,"This brief phrase feels like a fragment of casual speech or thought — its stuttering repetition of ""so"" and simple, everyday words give it an unplanned, almost accidental quality, though its rhythmic cadence and wistful tone could suggest a trace of poetic intent."
lstm_vae,lstm-vae-lines:0821,this is what i want,1,3,5,"This is a simple, direct declarative statement with no apparent literary devices, metaphors, or crafted features; its plainness feels entirely undesigned, like something someone would just say."
lstm_vae,lstm-vae-lines:0086,all you've gone away,1,5,3,"This brief fragment feels like it could be a line from a song lyric or a grammatically broken phrase that achieves a poignant, slightly dislocated emotional quality — the ambiguity of ""all"" (addressing a group? meaning ""completely""?) creates an unresolved strangeness, but the construction feels like it could easily be either a deliberate poetic compression or an accidental grammatical slip, making it genuinely hard to place."
standard_llm,llm-lines:0619,shadows fall on open wounds.,2,5,1,"This is a brief, imagistic line that fits squarely within recognized poetic traditions—it reads as a line of poetry or a lyrical fragment with clear metaphorical resonance, easily categorizable as poetic/lyrical writing."
lstm_vae,lstm-vae-lines:0052,all that i needs in the wrong,1,4,5,"This fragment feels like a typo or grammatical error in casual speech that accidentally produces a poignant, almost aphoristic quality — the sense of needing being located ""in the wrong"" feels genuinely unintended yet resonant."
standard_llm,llm-lines:0139,distant fires dance in the cold,2,5,1,"This is a concise, imagistic line that is immediately recognizable as poetry or a poetic fragment, fitting squarely within the tradition of lyric poetry or haiku-like minimalist verse."
lstm_vae,lstm-vae-lines:0039,all i understand,2,2,3,"This extremely minimal fragment could be a poem title, a lyric snippet, or a fragment of stream-of-consciousness, but its brevity and lack of context make it too sparse to confidently assign to any mode while also too simple to say it truly resists categorization—it reads most naturally as a fragment of everyday speech or a minimalist poetic line."
standard_llm,llm-lines:0985,"words are sharp, cut deep unseen",2,5,1,"This is a concise, aphoristic line that fits squarely within the tradition of short-form poetry or lyrical writing, using a common metaphor (words as blades) in a recognizable compressed poetic style."
lstm_vae,lstm-vae-lines:0832,this world still seems,1,2,2,"This fragment feels like it could be a line extracted from a poem or song, carrying a sense of incompleteness and wistfulness that seems deliberately crafted as a poetic gesture — the trailing-off quality appears intentional."
lstm_vae,lstm-vae-lines:0351,i can be the taste of time,2,2,2,"This short phrase reads as a line of poetry or a lyrical fragment, fitting comfortably within recognized modes of aphoristic, imagistic, or surrealist poetry with its synesthetic metaphor blending sensory experience and abstraction."
lstm_vae,lstm-vae-lines:0897,what pieces on you're through,1,1,5,"This text reads like a garbled or randomly assembled string of common English words with no discernible intentional literary design, yet its disjointed quality doesn't feel like it's striving for avant-garde poetic effect either — it feels more like an error or accidental output."
lstm_vae,lstm-vae-lines:0770,the sweetest's the fear,2,3,2,"This brief, aphoristic fragment reads as a line of poetry or lyric verse, employing inversion and compression in a way that fits comfortably within recognized poetic traditions, though its extreme brevity and lack of context make its precise mode slightly ambiguous."
lstm_vae,lstm-vae-lines:0816,this game of me,2,5,2,This very brief phrase reads as a poetic or lyrical fragment—possibly a title or line of poetry—that fits comfortably within recognized minimalist or confessional poetic traditions.
lstm_vae,lstm-vae-lines:0089,alone i will hold,2,5,1,"This brief fragment reads as a line of minimalist poetry or a lyrical utterance, fitting comfortably within recognized traditions of spare, imagistic, or confessional verse."
lstm_vae,lstm-vae-lines:0120,and if you realise,2,4,5,"This is too brief to constitute a meaningful text for genre classification—it reads as a sentence fragment or the beginning of a conditional clause, offering virtually no content to categorize."
standard_llm,llm-lines:0082,broken promises hum in the dark.,1,3,1,"This is a compact, evocative line that feels deliberately crafted as a poetic fragment — the personification of ""broken promises"" humming, the atmospheric ""in the dark,"" and the careful sonic quality all suggest intentional literary design aimed at producing a mood of haunted melancholy."
lstm_vae,lstm-vae-lines:0699,please listen to be asleep here,2,3,3,"This brief phrase has a dreamlike, fragmented quality that could be read as minimalist poetry or a surrealist fragment, fitting within recognizable traditions of experimental or lyric poetry, though its extreme brevity and grammatical ambiguity give it a slightly elusive quality."
lstm_vae,lstm-vae-lines:0314,for all we control,1,1,2,"This brief phrase has a poetic ambiguity — it could be read as a resigned statement about the limits of control or as a toast/dedication — but its compression and resonance feel like the product of deliberate craft, a carefully chosen fragment designed to evoke multiple meanings."
standard_llm,llm-lines:0393,i wear my past in shades of night,1,2,1,"This line feels deliberately crafted as a poetic statement, employing a clear metaphor (wearing the past) combined with conventional dark imagery (""shades of night"") that signals intentional literary construction aimed at evoking melancholy or mystery."
lstm_vae,lstm-vae-lines:0739,the flowers that you friend,2,5,3,"This extremely brief fragment reads like an incomplete or grammatically disrupted poetic phrase, resembling found poetry, a textual fragment, or a line of experimental/minimalist poetry, which are all recognizable modes even if the text itself is ambiguous."
lstm_vae,lstm-vae-lines:0637,my words's gone,2,3,3,"This ultra-minimal fragment resembles a dialect-inflected poetic utterance or fragment of stream-of-consciousness writing, fitting loosely into recognizable modes like minimalist poetry or vernacular literary expression, though its extreme brevity and ambiguity make it resist full categorization."
standard_llm,llm-lines:0063,breathe in the scent of hollow dreams.,2,1,1,"This is a short, evocative phrase that fits comfortably within the mode of lyrical or poetic writing, employing familiar poetic devices like synesthesia and abstract imagery that are well-established in contemporary poetry and prose poetry."
standard_llm,llm-lines:0043,"beneath my skin, steel memories hum.",2,4,1,"This is a concise, evocative line that fits comfortably within recognized poetic traditions—specifically lyric poetry with cyberpunk or posthuman imagery—using familiar devices like metaphor, personification, and synesthesia."
